player,element,assists,bonus,bps,clean_sheets,creativity,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,selected,starts,threat,total_points,transfers_in,transfers_out,yellow_cards,Involved,price_start,price_end,profit_or_loss,Net Transfers,90s completed,expected_assists_per90,expected_goal_involvements_per90,expected_goals_per90,expected_goals_conceded_per90,goals_per_90,goals_conceded_per_90,saves_per_90,assists_per_90,bonus_points_per_90,full_name,first_name,second_name,now_cost,element_type
Gustavo Henrique Furtado Scarpa,681,0,0,16,0,17.3,0.04,0.27,0.23,2.87,1,0,5.7,15.0,177,0,0,0,0,0,781.0,2,25.0,5,2157,2023,1,6,£5.0,£4.6,£-0.4,134,1.9666666666666663,0.0203389830508474,0.1372881355932203,0.1169491525423729,1.459322033898305,0.0,0.5084745762711864,0.0,0.0,0.0,Gustavo Henrique Furtado Scarpa,Gustavo Henrique,Furtado Scarpa,46,MID
Hakim Ziyech,135,3,0,129,2,230.9,1.51,2.16,0.65,8.8,7,0,49.0,155.39999999999998,649,0,0,0,0,0,41574.0,6,113.0,33,70402,98439,1,18,£6.0,£5.5,£-0.5,-28037,7.211111111111111,0.2093990755007704,0.299537750385208,0.0901386748844376,1.2203389830508475,0.0,0.970724191063174,0.0,0.4160246533127889,0.0,Hakim Ziyech,Hakim,Ziyech,55,MID
Halil Dervişoğlu,541,1,0,11,0,0.0,0.0,0.03,0.03,0.1,0,0,1.0,0.0,6,0,0,0,0,0,88274.0,0,10.0,4,271681,299757,0,1,£4.5,£4.5,£0.0,-28076,0.0666666666666666,0.0,0.45,0.45,1.5,0.0,0.0,0.0,15.0,0.0,Halil Dervişoğlu,Halil,Dervişoğlu,45,FWD
Hamed Traorè,723,0,0,60,2,218.5,1.15,2.19,1.04,9.94,8,0,33.8,84.0,425,0,0,0,0,0,809.0,5,36.0,14,2795,2417,0,7,£4.5,£4.5,£0.0,378,4.722222222222222,0.2435294117647058,0.4637647058823529,0.220235294117647,2.104941176470588,0.0,1.6941176470588235,0.0,0.0,0.0,Hamed Traorè,Hamed,Traorè,45,MID
Hamza Choudhury,263,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,5924.0,0,0.0,0,1196,15706,0,0,£4.5,£4.5,£0.0,-14510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hamza Choudhury,Hamza,Choudhury,45,MID
Harrison Ashby,555,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,52184.0,0,0.0,0,92466,100143,0,0,£4.0,£3.8,£-0.2,-7677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Harrison Ashby,Harrison,Ashby,38,DEF
Harrison Reed,211,4,9,409,9,495.6,2.04,3.99,1.95,53.81,44,3,124.2,480.4,2868,1,0,0,0,0,96396.0,35,266.0,107,373118,323770,5,37,£4.5,£4.3,£-0.2,49348,31.866666666666667,0.0640167364016736,0.1252092050209205,0.0611924686192468,1.6885983263598328,0.0941422594142259,1.3807531380753135,0.0,0.1255230125523012,0.2824267782426778,Harrison Reed,Harrison,Reed,43,MID
Harry Arter,378,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,28382.0,0,0.0,0,81743,74728,0,0,£4.5,£4.1,£-0.4,7015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Harry Arter,Harry,Arter,41,MID
Harry Kane,427,9,48,1008,11,744.8,4.01,24.96,20.95,49.11,62,30,371.0,1256.6,3406,0,1,0,0,0,3214064.0,38,1707.0,263,8027204,6491471,6,38,£11.5,£11.5,£0.0,1535733,37.84444444444444,0.1059600704638872,0.6595419847328245,0.5535819142689372,1.2976805637110982,0.7927187316500294,1.6382853787433942,0.0,0.2378156194950088,1.2683499706400472,Harry Kane,Harry,Kane,115,FWD
Harry Maguire,330,0,2,201,5,20.3,0.04,0.38,0.34,10.79,7,0,25.200000000000003,180.6,762,0,0,0,0,0,44861.0,8,51.0,39,45525,109368,4,16,£5.0,£4.7,£-0.3,-63843,8.466666666666667,0.0047244094488188,0.0448818897637795,0.0401574803149606,1.2744094488188975,0.0,0.8267716535433071,0.0,0.0,0.2362204724409448,Harry Maguire,Harry,Maguire,47,DEF
Harry Souttar,727,1,0,151,1,38.9,0.1,1.57,1.47,18.81,19,0,34.6,242.6,991,1,0,0,0,0,5192.0,11,65.0,20,11906,8270,2,12,£4.5,£4.5,£0.0,3636,11.011111111111113,0.0090817356205852,0.1425832492431887,0.1335015136226034,1.7082744702320891,0.0,1.7255297679112007,0.0,0.0908173562058526,0.0,Harry Souttar,Harry,Souttar,45,DEF
Harry Toffolo,523,0,1,134,2,93.5,0.93,1.21,0.28,19.73,17,0,30.6,147.0,933,0,0,0,0,0,10103.0,9,67.0,30,17005,22585,2,19,£4.5,£4.3,£-0.2,-5580,10.366666666666667,0.0897106109324758,0.1167202572347266,0.0270096463022508,1.9032154340836007,0.0,1.6398713826366558,0.0,0.0,0.0964630225080385,Harry Toffolo,Harry,Toffolo,43,DEF
Harry Wilson,212,5,2,215,2,182.1,1.03,3.06,2.03,21.44,15,2,56.4,209.2,1085,0,0,0,0,0,8363.0,13,173.0,68,39420,39428,1,29,£6.0,£5.7,£-0.3,-8,12.055555555555555,0.0854377880184331,0.2538248847926267,0.1683870967741935,1.7784331797235025,0.1658986175115207,1.2442396313364057,0.0,0.4147465437788018,0.1658986175115207,Harry Wilson,Harry,Wilson,57,MID
Harry Winks,434,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,89395.0,0,0.0,0,64152,203204,0,0,£4.5,£4.4,£-0.1,-139052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Harry Winks,Harry,Winks,44,MID
Harvey Barnes,264,2,0,379,6,305.1,2.33,11.4,9.07,50.76,51,13,175.5,567.4,2709,0,0,0,0,0,172430.0,32,883.0,138,742506,715803,3,34,£7.0,£6.6,£-0.4,26703,30.1,0.0774086378737541,0.3787375415282392,0.301328903654485,1.686378737541528,0.4318936877076412,1.6943521594684383,0.0,0.0664451827242524,0.0,Harvey Barnes,Harvey,Barnes,66,MID
Harvey Davies,592,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2492.0,0,0.0,0,1830,2027,0,0,£4.0,£4.0,£0.0,-197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Harvey Davies,Harvey,Davies,40,GK
Harvey Elliott,294,2,2,286,5,372.3,4.31,6.43,2.12,26.07,20,1,99.4,257.0,1600,0,0,0,0,0,73702.0,18,363.0,62,269888,232475,2,32,£5.0,£4.8,£-0.2,37413,17.77777777777778,0.2424374999999999,0.3616875,0.11925,1.4664375,0.0562499999999999,1.125,0.0,0.1124999999999999,0.1124999999999999,Harvey Elliott,Harvey,Elliott,48,MID
Harvey Griffiths,658,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1189.0,0,0.0,0,3197,2139,0,0,£4.5,£4.4,£-0.1,1058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Harvey Griffiths,Harvey,Griffiths,44,MID
Harvey Vale,606,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,165.0,0,0.0,0,241,163,0,0,£4.5,£4.5,£0.0,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Harvey Vale,Harvey,Vale,45,MID
Harvey White,449,0,0,4,0,7.3,0.04,0.04,0.0,0.0,0,0,0.9,2.0,4,0,0,0,0,0,43604.0,0,0.0,1,43966,63490,0,1,£4.5,£4.4,£-0.1,-19524,0.0444444444444444,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Harvey White,Harvey,White,44,MID
Haydon Roberts,122,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,513.0,0,0.0,0,0,548,0,0,£4.0,£4.0,£0.0,-548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haydon Roberts,Haydon,Roberts,40,DEF
Hugo Bueno López,558,1,3,239,3,254.8,1.0,1.17,0.17,22.62,29,0,55.3,221.2,1307,0,0,0,0,0,347289.0,16,74.0,41,1301789,988641,1,21,£4.0,£3.8,£-0.2,313148,14.522222222222222,0.0688599846977811,0.0805661820964039,0.0117061973986228,1.5576128538638103,0.0,1.9969395562356544,0.0,0.0688599846977811,0.2065799540933435,Hugo Bueno López,Hugo,Bueno López,38,DEF
Hugo Lloris,425,0,12,456,7,0.0,0.0,0.0,0.0,30.16,39,0,54.0,540.0,2205,1,0,0,0,79,458221.0,25,0.0,89,505470,722780,0,25,£5.5,£5.4,£-0.1,-217310,24.5,0.0,0.0,0.0,1.2310204081632654,0.0,1.5918367346938775,3.224489795918368,0.0,0.4897959183673469,Hugo Lloris,Hugo,Lloris,54,GK
Hwang Hee-chan,481,2,3,156,3,138.8,0.62,3.59,2.97,16.92,18,3,57.5,194.0,1117,0,0,0,0,0,20043.0,12,242.0,60,35909,66187,1,27,£6.0,£5.7,£-0.3,-30278,12.411111111111111,0.0499552372426141,0.2892569382273948,0.2393017009847806,1.363294538943599,0.2417188898836168,1.450313339301701,0.0,0.1611459265890779,0.2417188898836168,Hwang Hee-chan,Hwang,Hee-chan,57,MID
Ibrahima Diallo,416,0,0,95,0,66.0,0.12,0.33,0.21,14.48,19,0,17.7,85.4,813,0,0,0,0,0,44908.0,11,28.0,19,57895,92499,4,18,£4.5,£4.1,£-0.4,-34604,9.033333333333331,0.0132841328413284,0.0365313653136531,0.0232472324723247,1.6029520295202953,0.0,2.103321033210332,0.0,0.0,0.0,Ibrahima Diallo,Ibrahima,Diallo,41,MID
Ibrahima Konaté,290,0,0,305,7,39.6,0.65,1.86,1.21,24.34,22,0,46.8,285.6,1551,1,0,0,0,0,67749.0,17,144.0,49,323745,257570,5,18,£5.0,£4.9,£-0.1,66175,17.233333333333334,0.0377176015473887,0.1079303675048355,0.0702127659574468,1.412379110251451,0.0,1.276595744680851,0.0,0.0,0.0,Ibrahima Konaté,Ibrahima,Konaté,49,DEF
Idrissa Gueye,611,1,1,357,8,193.7,0.83,1.54,0.71,49.99,45,0,65.3,399.2,2577,0,0,0,0,0,6892.0,32,61.0,66,18564,14674,7,33,£5.0,£4.7,£-0.3,3890,28.633333333333333,0.0289871944121071,0.0537834691501746,0.0247962747380675,1.7458672875436556,0.0,1.571594877764843,0.0,0.0349243306169965,0.0349243306169965,Idrissa Gueye,Idrissa,Gueye,47,MID
Ilkay Gündogan,300,6,9,518,10,636.9,4.37,12.2,7.83,20.31,20,8,182.7,596.2,2351,0,1,0,0,0,327881.0,27,597.0,132,2284796,892038,0,31,£7.5,£7.4,£-0.1,1392758,26.122222222222224,0.1672905146746065,0.4670353041259038,0.2997447894512973,0.7774989366227136,0.3062526584432156,0.7656316461080391,0.0,0.2296894938324117,0.3445342407486176,Ilkay Gündogan,Ilkay,Gündogan,74,MID
Illan Meslier,238,0,8,548,5,0.0,0.01,0.13,0.12,57.06,67,0,75.9,738.6,3060,0,0,0,0,94,226072.0,34,17.0,90,338229,376729,3,34,£4.5,£4.4,£-0.1,-38500,34.0,0.0002941176470588,0.0038235294117647,0.0035294117647058,1.678235294117647,0.0,1.9705882352941175,2.764705882352941,0.0,0.2352941176470588,Illan Meslier,Illan,Meslier,44,GK
Illia Zabarnyi,722,0,0,54,0,0.9,0.01,0.01,0.0,5.12,5,0,4.1,41.2,297,0,0,0,0,0,515.0,3,0.0,7,1185,813,0,5,£4.5,£4.5,£0.0,372,3.3,0.003030303030303,0.003030303030303,0.0,1.5515151515151515,0.0,1.5151515151515151,0.0,0.0,0.0,Illia Zabarnyi,Illia,Zabarnyi,45,DEF
Imari Samuels,765,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,62.0,0,0.0,0,188,35,0,0,£4.0,£4.0,£0.0,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Imari Samuels,Imari,Samuels,40,DEF
Isaac Price,678,0,0,3,0,15.6,0.02,0.02,0.0,0.33,0,0,2.5,9.6,32,0,0,0,0,0,315.0,0,0.0,0,948,720,1,1,£4.5,£4.5,£0.0,228,0.3555555555555555,0.05625,0.05625,0.0,0.928125,0.0,0.0,0.0,0.0,0.0,Isaac Price,Isaac,Price,45,MID
Ishé Samuels-Smith,757,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,256.0,0,0.0,0,211,144,0,0,£4.0,£4.0,£0.0,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ishé Samuels-Smith,Ishé,Samuels-Smith,40,DEF
Issa Diop,470,0,8,422,7,27.7,0.49,0.78,0.29,35.86,26,1,53.8,432.6,2008,0,0,0,0,0,29620.0,21,78.0,79,105477,82305,2,25,£4.5,£4.3,£-0.2,23172,22.31111111111111,0.0219621513944223,0.0349601593625498,0.0129980079681274,1.6072709163346617,0.0448207171314741,1.1653386454183268,0.0,0.0,0.3585657370517928,Issa Diop,Issa,Diop,43,DEF
Ivan Neves Abreu Cavaleiro,214,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3498.0,0,0.0,0,1947,8451,0,0,£5.0,£4.8,£-0.2,-6504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ivan Neves Abreu Cavaleiro,Ivan,Neves Abreu Cavaleiro,48,MID
Ivan Perišić,448,8,6,430,6,732.8,5.23,7.71,2.48,33.910000000000004,44,1,164.2,517.8,2099,0,0,0,0,0,2163148.0,23,394.0,94,3905353,4335382,6,34,£5.5,£5.3,£-0.2,-430029,23.322222222222223,0.2242496426869938,0.3305859933301572,0.1063363506431634,1.453978084802287,0.042877560743211,1.8866126727012864,0.0,0.3430204859456884,0.2572653644592663,Ivan Perišić,Ivan,Perišić,53,DEF
Ivan Toney,80,4,35,607,10,424.3,3.72,22.46,18.74,43.65,42,20,258.7,926.8,2953,0,1,0,0,0,2895439.0,33,1240.0,182,11149605,9233268,9,33,£7.0,£7.1,£0.1,1916337,32.81111111111111,0.1133762275651879,0.6845242126650865,0.5711479850998984,1.3303420250592617,0.6095496105655266,1.280054182187606,0.0,0.1219099221131053,1.0667118184896716,Ivan Toney,Ivan,Toney,71,FWD
Jack Butland,162,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,7480.0,0,0.0,0,5081,11052,0,0,£4.5,£4.4,£-0.1,-5971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jack Butland,Jack,Butland,44,GK
Jack Colback,381,0,0,73,0,33.7,0.15,0.15,0.0,9.82,11,0,9.9,62.0,492,0,0,0,0,0,91480.0,4,2.0,14,214419,301759,0,11,£4.5,£4.1,£-0.4,-87340,5.466666666666667,0.0274390243902439,0.0274390243902439,0.0,1.7963414634146342,0.0,2.0121951219512195,0.0,0.0,0.0,Jack Colback,Jack,Colback,41,MID
Jack Grealish,305,10,9,490,10,721.3,6.74,11.24,4.5,14.46,16,5,191.7,515.8,2051,0,0,0,0,0,516636.0,23,683.0,121,3103163,2277117,4,28,£7.0,£7.1,£0.1,826046,22.788888888888888,0.2957581667479279,0.4932228181374939,0.197464651389566,0.634519746465139,0.2194051682106289,0.7020965382740127,0.0,0.4388103364212579,0.3949293027791321,Jack Grealish,Jack,Grealish,71,MID
Jack Harrison,233,8,15,403,6,791.5,5.06,10.5,5.44,49.47,55,5,181.2,556.2,2707,1,0,0,0,0,262673.0,34,466.0,134,1196361,930966,2,36,£6.0,£5.7,£-0.3,265395,30.07777777777778,0.1682305134835611,0.3490949390469154,0.1808644255633542,1.6447358699667527,0.1662356852604359,1.828592537864795,0.0,0.2659770964166974,0.4987070557813077,Jack Harrison,Jack,Harrison,57,MID
Jack Hinshelwood,677,0,0,3,0,0.0,0.0,0.0,0.0,0.23,0,0,0.0,0.0,1,0,0,0,0,0,186.0,0,0.0,1,397,254,0,1,£4.5,£4.5,£0.0,143,0.0111111111111111,0.0,0.0,0.0,20.7,0.0,0.0,0.0,0.0,0.0,Jack Hinshelwood,Jack,Hinshelwood,45,MID
Jack Stacey,65,0,0,36,0,8.6,0.03,0.12,0.09,6.140000000000001,10,0,6.0,44.2,293,0,0,0,0,0,4714.0,3,8.0,6,2843,6231,2,10,£4.5,£4.2,£-0.3,-3388,3.2555555555555555,0.0092150170648464,0.0368600682593856,0.0276450511945392,1.8860068259385667,0.0,3.0716723549488054,0.0,0.0,0.0,Jack Stacey,Jack,Stacey,42,DEF
Jack Stephens,404,0,1,233,4,57.3,0.23,0.59,0.36,24.62,24,0,38.0,270.0,1218,0,0,0,0,0,5246.0,13,51.0,35,7569,9990,3,17,£4.5,£4.3,£-0.2,-2421,13.533333333333331,0.0169950738916256,0.0435960591133004,0.0266009852216748,1.8192118226600984,0.0,1.7733990147783252,0.0,0.0,0.0738916256157635,Jack Stephens,Jack,Stephens,43,DEF
Jack Wells-Morrison,654,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,324.0,0,0.0,0,859,704,0,0,£4.5,£4.5,£0.0,155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jack Wells-Morrison,Jack,Wells-Morrison,45,MID
Jackson Smith,557,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,85979.0,0,0.0,0,69468,81297,0,0,£4.0,£3.9,£-0.1,-11829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jackson Smith,Jackson,Smith,39,GK
Jacob Murphy,365,2,2,240,3,302.5,2.95,6.41,3.46,16.13,12,4,98.9,275.0,1230,0,0,0,0,0,367388.0,14,410.0,78,738671,946118,0,36,£4.5,£4.2,£-0.3,-207447,13.666666666666666,0.2158536585365854,0.4690243902439024,0.2531707317073171,1.1802439024390243,0.2926829268292683,0.8780487804878049,0.0,0.1463414634146341,0.1463414634146341,Jacob Murphy,Jacob,Murphy,42,MID
Jacob Ramsey,47,8,13,470,11,496.7,2.89,7.96,5.07,40.5,33,6,152.8,607.2,2634,1,0,0,0,0,108477.0,31,424.0,135,352030,383760,5,35,£5.5,£5.1,£-0.4,-31730,29.266666666666666,0.0987471526195899,0.2719817767653759,0.1732346241457859,1.3838268792710706,0.2050113895216401,1.1275626423690206,0.0,0.2733485193621868,0.4441913439635535,Jacob Ramsey,Jacob,Ramsey,51,MID
Jaden Philogene-Bidace,55,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,258.0,0,0.0,0,0,372,0,0,£4.5,£4.5,£0.0,-372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jaden Philogene-Bidace,Jaden,Philogene-Bidace,45,MID
Jadon Sancho,340,3,8,375,13,543.9,4.13,8.15,4.0200000000000005,24.95,18,6,131.7,390.6,1683,0,0,0,0,0,430429.0,21,382.0,105,630539,1255026,0,26,£7.5,£7.1,£-0.4,-624487,18.7,0.220855614973262,0.4358288770053476,0.2149732620320855,1.3342245989304813,0.320855614973262,0.9625668449197862,0.0,0.160427807486631,0.427807486631016,Jadon Sancho,Jadon,Sancho,71,MID
Jaidon Anthony,75,1,4,193,2,209.1,1.1,2.79,1.69,26.14,29,3,77.2,299.4,1241,0,0,0,0,0,7912.0,11,263.0,61,12707,18026,2,30,£5.5,£5.2,£-0.3,-5319,13.78888888888889,0.0797743755036261,0.2023368251410153,0.1225624496373891,1.8957292506043515,0.217566478646253,2.103142626913779,0.0,0.072522159548751,0.290088638195004,Jaidon Anthony,Jaidon,Anthony,52,MID
Jairo Riedewald,164,0,0,19,0,2.6,0.01,0.05,0.04,0.93,0,0,1.5,9.8,60,0,0,0,0,0,5334.0,0,4.0,6,6780,9390,0,6,£4.5,£4.2,£-0.3,-2610,0.6666666666666666,0.015,0.075,0.06,1.395,0.0,0.0,0.0,0.0,0.0,Jairo Riedewald,Jairo,Riedewald,42,MID
Jakub Kiwior,710,0,1,111,2,4.1,0.01,0.11,0.1,6.46,6,1,6.3,53.6,425,0,0,0,0,0,4798.0,5,4.0,26,32280,4532,0,7,£4.0,£4.0,£0.0,27748,4.722222222222222,0.0021176470588235,0.0232941176470588,0.0211764705882352,1.368,0.2117647058823529,1.2705882352941176,0.0,0.0,0.2117647058823529,Jakub Kiwior,Jakub,Kiwior,40,DEF
Jakub Moder,117,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1792.0,0,0.0,0,1878,3923,0,0,£4.5,£4.4,£-0.1,-2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jakub Moder,Jakub,Moder,44,MID
Jamaal Lascelles,360,0,0,22,0,0.8999999999999999,0.01,0.12,0.11,4.34,5,0,5.4,42.6,214,0,0,0,0,0,9061.0,2,13.0,3,6468,16103,4,7,£4.5,£4.3,£-0.2,-9635,2.3777777777777778,0.0042056074766355,0.0504672897196261,0.0462616822429906,1.825233644859813,0.0,2.102803738317757,0.0,0.0,0.0,Jamaal Lascelles,Jamaal,Lascelles,43,DEF
Jamal Lewis,372,0,0,6,0,0.8,0.0,0.0,0.0,1.0499999999999998,1,0,0.6,1.0,9,0,0,0,0,0,4314.0,0,4.0,2,5033,5981,0,2,£4.5,£4.4,£-0.1,-948,0.1,0.0,0.0,0.0,10.499999999999998,0.0,10.0,0.0,0.0,0.0,Jamal Lewis,Jamal,Lewis,44,DEF
Jamal Lowe,61,0,0,6,0,0.3,0.01,0.01,0.0,0.62,0,0,0.1,0.2,11,0,0,0,0,0,2956.0,0,0.0,2,1151,5312,0,2,£5.5,£5.2,£-0.3,-4161,0.1222222222222222,0.0818181818181818,0.0818181818181818,0.0,5.072727272727273,0.0,0.0,0.0,0.0,0.0,Jamal Lowe,Jamal,Lowe,52,MID
James Bree,716,0,0,51,0,65.3,0.31,0.34,0.03,9.23,12,0,11.7,49.2,366,0,0,0,0,0,917.0,4,4.0,4,1497,1219,1,5,£4.5,£4.5,£0.0,278,4.066666666666666,0.0762295081967213,0.0836065573770492,0.0073770491803278,2.269672131147541,0.0,2.950819672131148,0.0,0.0,0.0,James Bree,James,Bree,45,DEF
James Furlong,652,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1576.0,0,0.0,0,2100,2077,0,0,£4.0,£4.0,£0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,James Furlong,James,Furlong,40,DEF
James Garner,570,1,0,109,2,114.6,0.5,1.2,0.7,15.66,13,0,26.5,90.4,796,0,0,0,0,0,4787.0,7,57.0,25,12488,11366,3,16,£4.5,£4.5,£0.0,1122,8.844444444444445,0.0565326633165829,0.1356783919597989,0.079145728643216,1.7706030150753769,0.0,1.4698492462311556,0.0,0.1130653266331658,0.0,James Garner,James,Garner,45,MID
James Hill,539,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3896.0,0,0.0,0,1634,4058,0,0,£4.5,£4.4,£-0.1,-2424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,James Hill,James,Hill,44,DEF
James Justin,268,2,2,263,5,138.8,0.49,0.8,0.31,21.31,25,0,38.7,208.4,1252,0,0,0,0,0,92938.0,14,40.0,45,288486,387570,0,14,£4.5,£4.1,£-0.4,-99084,13.911111111111111,0.0352236421725239,0.0575079872204472,0.0222843450479233,1.5318690095846643,0.0,1.7971246006389776,0.0,0.1437699680511182,0.1437699680511182,James Justin,James,Justin,41,DEF
James Maddison,261,9,9,520,4,970.0,5.53,14.03,8.5,47.16,54,10,252.9,785.4,2479,0,1,0,0,0,761527.0,28,769.0,135,4775955,4501411,10,30,£8.0,£7.8,£-0.2,274544,27.544444444444444,0.2007664380798709,0.509358612343687,0.3085921742638161,1.7121419927390076,0.3630496167809601,1.9604679306171844,0.0,0.326744655102864,0.326744655102864,James Maddison,James,Maddison,78,MID
James McArthur,154,0,0,13,0,1.7000000000000002,0.0,0.0,0.0,0.41,0,0,0.8999999999999999,6.8,50,0,0,0,0,0,653.0,0,0.0,4,1140,1973,0,4,£5.0,£4.8,£-0.2,-833,0.5555555555555556,0.0,0.0,0.0,0.738,0.0,0.0,0.0,0.0,0.0,James McArthur,James,McArthur,48,MID
James McAtee,317,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,469.0,0,0.0,0,0,841,0,0,£4.5,£4.5,£0.0,-841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,James McAtee,James,McAtee,45,MID
James Milner,274,1,0,187,3,207.2,1.63,2.03,0.4,13.56,12,0,47.2,172.8,889,0,0,0,0,0,81260.0,7,92.0,42,149858,183143,2,31,£4.5,£4.4,£-0.1,-33285,9.877777777777778,0.1650168728908886,0.205511811023622,0.0404949381327334,1.3727784026996626,0.0,1.2148481439820022,0.0,0.1012373453318335,0.0,James Milner,James,Milner,44,MID
James Tarkowski,199,1,13,632,9,184.7,1.89,4.86,2.97,67.45,57,1,164.2,1019.6,3420,0,0,0,0,0,329444.0,38,435.0,106,2154132,1072872,6,38,£4.5,£4.1,£-0.4,1081260,38.0,0.0497368421052631,0.1278947368421052,0.0781578947368421,1.775,0.0263157894736842,1.5,0.0,0.0263157894736842,0.3421052631578947,James Tarkowski,James,Tarkowski,41,DEF
James Tomkins,153,0,1,50,0,1.1,0.0,0.81,0.81,9.99,10,1,14.599999999999998,90.0,335,0,0,0,1,0,103586.0,3,54.0,8,179531,199175,1,6,£4.0,£3.9,£-0.1,-19644,3.7222222222222223,0.0,0.2176119402985074,0.2176119402985074,2.6838805970149253,0.2686567164179104,2.686567164179104,0.0,0.0,0.2686567164179104,James Tomkins,James,Tomkins,39,DEF
James Ward-Prowse,407,4,18,747,4,1162.9,5.3,11.16,5.859999999999999,60.71,72,9,236.3,880.4,3371,1,2,0,0,0,680393.0,38,319.0,142,1419793,1735124,6,38,£6.5,£6.1,£-0.4,-315331,37.45555555555556,0.1415010382675763,0.2979531296351231,0.1564520913675467,1.6208543458914269,0.2402847819638089,1.922278255710472,0.0,0.1067932364283595,0.4805695639276179,James Ward-Prowse,James,Ward-Prowse,61,MID
James Wright,753,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,217.0,0,0.0,0,464,251,0,0,£4.0,£4.0,£0.0,213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,James Wright,James,Wright,40,GK
Jamie Shackleton,234,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,292.0,0,0.0,0,0,444,0,0,£4.5,£4.5,£0.0,-444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jamie Shackleton,Jamie,Shackleton,45,MID
