player,element,assists,bonus,bps,clean_sheets,creativity,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,selected,starts,threat,total_points,transfers_in,transfers_out,yellow_cards,Involved,price_start,price_end,profit_or_loss,Net Transfers,90s completed,expected_assists_per90,expected_goal_involvements_per90,expected_goals_per90,expected_goals_conceded_per90,goals_per_90,goals_conceded_per_90,saves_per_90,assists_per_90,bonus_points_per_90,full_name,first_name,second_name,now_cost,element_type
Pedro Porro,733,3,5,253,2,377.9,2.29,4.1000000000000005,1.81,19.42,26,3,79.6,268.6,1132,0,0,0,0,0,72880.0,13,150.0,59,241698,117737,0,15,£5.0,£4.8,£-0.2,123961,12.577777777777778,0.1820671378091873,0.3259717314487633,0.1439045936395759,1.543992932862191,0.2385159010600706,2.067137809187279,0.0,0.2385159010600706,0.3975265017667844,Pedro Porro,Pedro,Porro,48,DEF
Pervis Estupiñán,586,7,15,593,10,752.9,3.88,5.68,1.8,41.6,43,1,161.3,570.2,2674,0,0,0,0,0,807845.0,31,295.0,128,4657002,724629,4,35,£4.5,£5.0,£0.5,3932373,29.711111111111112,0.1305908750934928,0.1911742707554225,0.0605833956619296,1.400149588631264,0.0336574420344053,1.4472700074794316,0.0,0.2356020942408377,0.5048616305160808,Pervis Estupiñán,Pervis,Estupiñán,50,DEF
Phil Foden,314,7,15,517,5,670.8,4.73,10.48,5.75,17.62,16,11,205.4,671.2,1832,0,0,0,0,0,1286848.0,22,712.0,142,4707517,4398197,1,32,£8.0,£8.0,£0.0,309320,20.355555555555554,0.2323689956331878,0.5148471615720525,0.2824781659388646,0.8656113537117905,0.5403930131004367,0.7860262008733625,0.0,0.343886462882096,0.7368995633187774,Phil Foden,Phil,Foden,80,MID
Phil Jones,328,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,65021.0,0,0.0,0,82955,83182,0,0,£4.0,£3.8,£-0.2,-227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Phil Jones,Phil,Jones,38,DEF
Philip Billing,70,2,14,475,9,388.8,2.56,7.16,4.6000000000000005,49.46,54,7,145.2,622.0,2766,0,0,0,0,0,91379.0,34,441.0,126,584960,516307,5,36,£5.5,£5.0,£-0.5,68653,30.73333333333333,0.0832971800433839,0.2329718004338394,0.1496746203904555,1.6093275488069414,0.227765726681128,1.75704989154013,0.0,0.0650759219088937,0.455531453362256,Philip Billing,Philip,Billing,50,MID
Philippe Coutinho Correia,29,0,1,98,3,152.5,0.65,2.02,1.37,8.11,9,1,48.8,119.2,777,0,0,0,0,0,431772.0,7,218.0,32,220472,1454078,3,20,£7.0,£6.6,£-0.4,-1233606,8.633333333333333,0.0752895752895752,0.233976833976834,0.1586872586872587,0.9393822393822394,0.1158301158301158,1.0424710424710426,0.0,0.0,0.1158301158301158,Philippe Coutinho Correia,Philippe,Coutinho Correia,66,MID
Pierre-Emerick Aubameyang,617,0,3,61,1,59.4,0.18,1.71,1.53,8.66,8,1,28.5,55.0,546,0,0,0,0,0,112036.0,5,177.0,25,546505,555333,1,15,£9.0,£8.4,£-0.6,-8828,6.066666666666666,0.0296703296703296,0.2818681318681318,0.2521978021978022,1.4274725274725275,0.1648351648351648,1.3186813186813189,0.0,0.0,0.4945054945054945,Pierre-Emerick Aubameyang,Pierre-Emerick,Aubameyang,84,FWD
Pierre-Emile Højbjerg,433,5,10,629,10,501.7,3.13,5.15,2.02,45.05,57,4,150.0,758.0,3131,0,0,0,0,0,251929.0,35,237.0,120,854611,786277,5,35,£5.5,£5.3,£-0.2,68334,34.78888888888889,0.0899712551900351,0.1480357713190674,0.0580645161290322,1.2949536889172786,0.1149792398594698,1.6384541679974447,0.0,0.1437240498243372,0.2874480996486745,Pierre-Emile Højbjerg,Pierre-Emile,Højbjerg,53,MID
Pontus Jansson,78,0,0,147,2,2.5,0.11,0.45,0.3399999999999999,13.51,14,1,23.4,176.2,722,0,0,0,0,0,66002.0,9,53.0,29,43270,204595,0,12,£4.5,£4.2,£-0.3,-161325,8.022222222222222,0.0137119113573407,0.0560941828254847,0.042382271468144,1.6840720221606649,0.1246537396121883,1.745152354570637,0.0,0.0,0.0,Pontus Jansson,Pontus,Jansson,42,DEF
Raheem Sterling,304,4,9,274,5,479.8,3.22,9.43,6.21,27.83,27,6,146.8,388.2,1886,0,0,0,0,0,518990.0,23,603.0,101,1365395,1557059,4,28,£10.0,£9.7,£-0.3,-191664,20.95555555555556,0.1536585365853658,0.4499999999999999,0.2963414634146341,1.3280487804878047,0.2863202545068929,1.288441145281018,0.0,0.1908801696712619,0.4294803817603393,Raheem Sterling,Raheem,Sterling,97,MID
Raphael Dias Belloli,232,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,10523.0,0,0.0,0,0,12118,0,0,£7.0,£7.0,£0.0,-12118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Raphael Dias Belloli,Raphael,Dias Belloli,70,MID
Raphaël Varane,329,0,2,392,10,74.0,0.51,1.26,0.75,27.27,22,0,58.8,387.0,1912,1,0,0,0,0,295933.0,22,124.0,77,720741,607394,1,24,£5.0,£4.8,£-0.2,113347,21.244444444444444,0.0240062761506276,0.0593096234309623,0.0353033472803347,1.2836297071129708,0.0,1.0355648535564854,0.0,0.0,0.0941422594142259,Raphaël Varane,Raphaël,Varane,48,DEF
Rasmus Kristensen,244,1,1,322,2,143.6,0.88,1.74,0.86,40.63,53,3,78.0,474.4,1957,0,0,0,0,0,43469.0,21,160.0,51,78346,90977,4,26,£5.0,£4.7,£-0.3,-12631,21.744444444444444,0.0404701073071027,0.0800204394481349,0.0395503321410321,1.8685232498722537,0.1379662749105774,2.437404190086868,0.0,0.0459887583035258,0.0459887583035258,Rasmus Kristensen,Rasmus,Kristensen,47,DEF
Rayan Aït-Nouri,487,0,0,194,4,130.5,0.8400000000000001,2.1,1.26,18.36,18,1,48.3,195.0,1067,1,0,0,0,0,108376.0,9,156.0,41,180729,283229,4,21,£4.5,£4.1,£-0.4,-102500,11.855555555555556,0.0708528584817244,0.1771321462043111,0.1062792877225866,1.5486410496719774,0.0843486410496719,1.5182755388940956,0.0,0.0,0.0,Rayan Aït-Nouri,Rayan,Aït-Nouri,41,DEF
Raúl Jiménez,476,2,0,65,2,116.0,0.55,3.1,2.55,16.0,18,0,46.3,74.6,839,0,0,0,0,0,34362.0,8,273.0,29,138559,125695,0,15,£7.0,£6.5,£-0.5,12864,9.322222222222225,0.0589988081048867,0.3325387365911799,0.2735399284862931,1.7163289630512513,0.0,1.9308700834326575,0.0,0.2145411203814064,0.0,Raúl Jiménez,Raúl,Jiménez,65,FWD
Reece James,146,2,5,286,2,358.2,2.93,3.99,1.06,14.11,17,1,80.4,292.2,1242,0,0,0,0,0,2013539.0,14,153.0,44,3958111,7077246,4,16,£6.0,£5.8,£-0.2,-3119135,13.8,0.2123188405797101,0.2891304347826086,0.0768115942028985,1.022463768115942,0.072463768115942,1.2318840579710144,0.0,0.144927536231884,0.3623188405797101,Reece James,Reece,James,58,DEF
Reece Welch,605,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,6792.0,0,0.0,0,6035,5915,0,0,£4.0,£4.0,£0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reece Welch,Reece,Welch,40,DEF
Reiss Nelson,23,3,5,127,1,99.2,0.99,2.08,1.09,2.16,3,3,42.4,169.79999999999998,202,0,0,0,0,0,3803.0,0,155.0,42,17532,17953,0,11,£5.0,£4.7,£-0.3,-421,2.2444444444444445,0.4410891089108911,0.9267326732673268,0.4856435643564357,0.9623762376237625,1.3366336633663367,1.3366336633663367,0.0,1.3366336633663367,2.227722772277228,Reiss Nelson,Reiss,Nelson,47,MID
Remi Matthews,495,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2406.0,0,0.0,0,0,2633,0,0,£4.0,£4.0,£0.0,-2633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Remi Matthews,Remi,Matthews,40,GK
Remo Freuler,582,0,0,267,6,174.7,0.79,1.21,0.42,41.93,47,0,50.3,272.2,2157,0,0,0,0,0,2300.0,24,54.0,54,5393,5388,4,28,£5.0,£4.9,£-0.1,5,23.966666666666665,0.032962447844228,0.0504867872044506,0.0175243393602225,1.7495132127955495,0.0,1.96105702364395,0.0,0.0,0.0,Remo Freuler,Remo,Freuler,49,MID
Renan Augusto Lodi dos Santos,602,2,3,363,5,208.2,1.3,2.24,0.94,41.3,48,0,62.5,319.0,2211,0,0,0,0,0,19368.0,26,97.0,56,71067,56221,7,28,£4.5,£4.3,£-0.2,14846,24.566666666666663,0.0529172320217096,0.091180461329715,0.0382632293080054,1.6811397557666214,0.0,1.9538670284938944,0.0,0.0814111261872456,0.1221166892808683,Renan Augusto Lodi dos Santos,Renan Augusto,Lodi dos Santos,43,DEF
Reuell Walters,751,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,566.0,0,0.0,0,569,310,0,0,£4.0,£4.0,£0.0,259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reuell Walters,Reuell,Walters,40,DEF
Rhys Bennett,674,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1420.0,0,0.0,0,1573,1195,0,0,£4.0,£4.0,£0.0,378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rhys Bennett,Rhys,Bennett,40,DEF
Rhys Williams,498,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,631.0,0,0.0,0,0,704,0,0,£4.0,£4.0,£0.0,-704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rhys Williams,Rhys,Williams,40,DEF
Ricardo Barbosa Pereira,256,1,2,106,0,100.2,0.7000000000000001,0.82,0.12,8.35,11,1,27.3,148.0,451,0,0,0,0,0,5111.0,5,25.0,20,28374,23260,2,10,£4.5,£4.2,£-0.3,5114,5.011111111111111,0.1396895787139689,0.1636363636363636,0.0239467849223946,1.6662971175166297,0.1995565410199556,2.1951219512195124,0.0,0.1995565410199556,0.3991130820399113,Ricardo Barbosa Pereira,Ricardo,Barbosa Pereira,42,DEF
Richarlison de Andrade,454,5,2,165,3,221.0,1.46,4.89,3.43,14.99,18,1,82.0,201.6,995,0,0,0,0,0,78985.0,12,401.0,54,212866,249041,3,27,£8.5,£8.4,£-0.1,-36175,11.055555555555555,0.1320603015075377,0.4423115577889447,0.310251256281407,1.3558793969849248,0.0904522613065326,1.628140703517588,0.0,0.4522613065326633,0.1809045226130653,Richarlison de Andrade,Richarlison,de Andrade,84,FWD
Richie Laryea,392,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1397.0,0,0.0,0,26,3233,0,0,£4.5,£4.5,£0.0,-3207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Richie Laryea,Richie,Laryea,45,DEF
Rico Henry,85,3,4,505,11,401.9,2.9,4.7,1.8,48.49,46,0,104.5,444.4,3240,0,0,0,0,0,226030.0,37,197.0,112,960951,620807,4,37,£4.5,£4.4,£-0.1,340144,36.0,0.0805555555555555,0.1305555555555555,0.05,1.3469444444444445,0.0,1.2777777777777777,0.0,0.0833333333333333,0.1111111111111111,Rico Henry,Rico,Henry,44,DEF
Rico Lewis,573,0,0,168,2,152.4,1.63,1.84,0.21,8.9,8,0,30.7,114.6,900,0,0,0,0,0,80002.0,10,40.0,29,549271,294309,1,14,£4.0,£3.8,£-0.2,254962,10.0,0.163,0.184,0.0209999999999999,0.89,0.0,0.8,0.0,0.0,0.0,Rico Lewis,Rico,Lewis,38,DEF
Riyad Mahrez,303,12,11,470,6,773.4,5.22,10.62,5.4,18.28,23,5,182.5,533.6,1913,0,0,0,0,0,570530.0,22,520.0,126,3930988,2192110,2,30,£8.0,£7.5,£-0.5,1738878,21.25555555555556,0.2455828541557762,0.4996340825927861,0.2540512284370099,0.8600104547830633,0.2352326189231573,1.0820700470465237,0.0,0.5645582854155776,0.5175117616309461,Riyad Mahrez,Riyad,Mahrez,75,MID
Rob Holding,5,0,0,120,0,10.3,0.15,0.47,0.32,11.14,13,1,21.6,152.0,562,0,0,0,0,0,13848.0,6,54.0,21,22872,27061,0,14,£4.5,£4.2,£-0.3,-4189,6.2444444444444445,0.0240213523131672,0.0752669039145907,0.0512455516014234,1.7839857651245552,0.1601423487544484,2.0818505338078293,0.0,0.0,0.0,Rob Holding,Rob,Holding,42,DEF
Robert Kenedy Nunes do Nascimento,138,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,27596.0,0,0.0,0,27068,44044,0,0,£4.0,£3.9,£-0.1,-16976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Robert Kenedy Nunes do Nascimento,Robert Kenedy,Nunes do Nascimento,39,DEF
Robert Sánchez,113,0,10,380,6,0.1,0.01,0.01,0.0,27.6,30,0,43.9,439.0,2070,0,0,1,0,48,1231983.0,23,0.0,82,1981668,2199339,2,23,£4.5,£4.4,£-0.1,-217671,23.0,0.0004347826086956,0.0004347826086956,0.0,1.2,0.0,1.3043478260869563,2.0869565217391304,0.0,0.4347826086956521,Robert Sánchez,Robert,Sánchez,44,GK
Roberto Firmino,279,4,12,447,4,293.2,2.16,7.640000000000001,5.48,19.91,17,11,162.79999999999998,542.0,1202,0,0,0,0,0,414738.0,13,792.0,104,1963964,1704495,0,25,£8.0,£8.0,£0.0,259469,13.355555555555556,0.1617304492512479,0.5720465890183029,0.4103161397670549,1.490765391014975,0.8236272878535773,1.2728785357737105,0.0,0.2995008319467554,0.8985024958402662,Roberto Firmino,Roberto,Firmino,80,FWD
Robin Koch,230,0,2,447,5,72.9,0.47,2.06,1.59,63.02,74,0,86.3,589.2,3175,1,0,0,0,0,17155.0,36,201.0,55,31019,34813,7,36,£4.5,£4.5,£0.0,-3794,35.27777777777778,0.0133228346456692,0.0583937007874015,0.0450708661417322,1.7863937007874011,0.0,2.0976377952755905,0.0,0.0,0.0566929133858267,Robin Koch,Robin,Koch,45,DEF
Robin Olsen,35,0,1,62,1,0.0,0.0,0.0,0.0,8.56,8,0,8.2,83.2,280,0,0,0,0,11,169227.0,2,0.0,10,120266,168652,0,4,£4.0,£3.9,£-0.1,-48386,3.111111111111111,0.0,0.0,0.0,2.751428571428572,0.0,2.571428571428571,3.5357142857142856,0.0,0.3214285714285714,Robin Olsen,Robin,Olsen,39,GK
Rodrigo Bentancur,440,2,7,342,6,180.2,0.68,2.94,2.26,19.71,24,5,90.7,489.6,1501,0,0,0,0,0,37043.0,17,236.0,71,105332,132892,8,18,£5.5,£5.3,£-0.2,-27560,16.677777777777777,0.0407728181212525,0.1762824783477681,0.1355096602265156,1.1818121252498337,0.2998001332445036,1.4390406395736175,0.0,0.1199200532978014,0.4197201865423051,Rodrigo Bentancur,Rodrigo,Bentancur,53,MID
Rodrigo Hernandez,315,6,7,606,11,555.9,3.49,8.02,4.53,25.24,26,2,176.9,716.0,2911,0,0,0,0,0,201792.0,34,493.0,108,351985,414885,5,36,£6.0,£5.6,£-0.4,-62900,32.34444444444444,0.1079010649261422,0.2479560288560632,0.140054963929921,0.7803503950532463,0.061834421161113,0.8038474750944693,0.0,0.185503263483339,0.2164204740638955,Rodrigo Hernandez,Rodrigo,Hernandez,56,MID
Rodrigo Moreno,225,2,6,368,5,241.1,1.24,9.28,8.04,36.79,43,13,166.5,577.6,1928,0,0,0,0,0,707406.0,23,853.0,127,4873811,4388320,6,31,£6.0,£6.3,£0.3,485491,21.42222222222222,0.0578838174273858,0.433195020746888,0.3753112033195021,1.7173755186721993,0.6068464730290457,2.0072614107883817,0.0,0.0933609958506224,0.2800829875518672,Rodrigo Moreno,Rodrigo,Moreno,63,MID
Rodrigo Muniz Carvalho,218,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,4743.0,0,0.0,0,3387,14048,0,0,£5.5,£5.4,£-0.1,-10661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rodrigo Muniz Carvalho,Rodrigo,Muniz Carvalho,54,FWD
Romain Perraud,417,2,5,304,4,251.8,1.86,3.12,1.26,30.64,35,2,90.9,360.6,1828,1,0,0,0,0,50366.0,22,298.0,71,282159,250328,4,29,£4.5,£4.0,£-0.5,31831,20.31111111111111,0.0915754923413566,0.1536105032822757,0.062035010940919,1.5085339168490155,0.0984682713347921,1.7231947483588623,0.0,0.0984682713347921,0.2461706783369803,Romain Perraud,Romain,Perraud,40,DEF
Romaine Mundle,748,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,115.0,0,0.0,0,196,122,0,0,£4.5,£4.5,£0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Romaine Mundle,Romaine,Mundle,45,MID
Roméo Lavia,321,1,0,317,4,247.1,0.62,1.04,0.42,41.72,50,1,64.2,344.8,2219,0,0,0,0,0,27290.0,26,46.0,57,89978,94652,9,29,£4.5,£4.5,£0.0,-4674,24.655555555555555,0.0251464623704371,0.0421811626858945,0.0170347003154574,1.6921135646687695,0.0405588102748986,2.0279405137449302,0.0,0.0405588102748986,0.0,Roméo Lavia,Roméo,Lavia,45,MID
Ross Barkley,131,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3477.0,0,0.0,0,1910,5892,0,0,£5.0,£4.9,£-0.1,-3982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ross Barkley,Ross,Barkley,49,MID
Ruben Loftus-Cheek,136,1,1,228,5,234.8,1.75,2.6,0.85,27.57,23,0,61.6,206.6,1530,1,0,0,0,0,14821.0,19,173.0,46,35607,37707,1,25,£5.0,£5.0,£0.0,-2100,17.0,0.1029411764705882,0.1529411764705882,0.0499999999999999,1.621764705882353,0.0,1.3529411764705883,0.0,0.0588235294117647,0.0588235294117647,Ruben Loftus-Cheek,Ruben,Loftus-Cheek,50,MID
Ryan Bertrand,250,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2872.0,0,0.0,0,4500,6031,0,0,£4.0,£3.9,£-0.1,-1531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ryan Bertrand,Ryan,Bertrand,39,DEF
Ryan Christie,69,2,2,225,3,421.7,2.07,4.96,2.89,30.87,35,1,110.5,282.0,1825,0,0,0,0,0,5868.0,22,400.0,64,8671,12626,2,32,£5.5,£5.3,£-0.2,-3955,20.27777777777778,0.1020821917808219,0.2446027397260274,0.1425205479452054,1.5223561643835617,0.0493150684931506,1.726027397260274,0.0,0.0986301369863013,0.0986301369863013,Ryan Christie,Ryan,Christie,53,MID
Ryan Finnigan,648,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,265.0,0,0.0,0,565,549,0,0,£4.5,£4.5,£0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ryan Finnigan,Ryan,Finnigan,45,MID
Ryan Fraser,359,0,0,39,1,74.0,0.25,0.56,0.31,3.34,3,0,17.2,26.8,308,0,0,0,0,0,8433.0,3,70.0,11,11520,23624,1,8,£5.5,£5.2,£-0.3,-12104,3.422222222222222,0.073051948051948,0.1636363636363636,0.0905844155844156,0.975974025974026,0.0,0.8766233766233766,0.0,0.0,0.0,Ryan Fraser,Ryan,Fraser,52,MID
Ryan Fredericks,59,0,0,63,0,26.7,0.29,0.29,0.0,10.14,11,0,10.6,66.0,527,0,0,0,0,0,2735.0,5,12.0,12,3482,6158,1,12,£4.5,£4.4,£-0.1,-2676,5.855555555555555,0.0495256166982922,0.0495256166982922,0.0,1.73168880455408,0.0,1.8785578747628084,0.0,0.0,0.0,Ryan Fredericks,Ryan,Fredericks,44,DEF
Ryan Sessegnon,436,1,0,121,1,103.0,1.1,2.74,1.64,10.48,15,2,54.3,148.6,805,0,0,0,0,0,92225.0,9,290.0,35,259569,311290,4,17,£4.5,£4.4,£-0.1,-51721,8.944444444444445,0.1229813664596273,0.3063354037267081,0.1833540372670807,1.1716770186335403,0.2236024844720497,1.6770186335403727,0.0,0.1118012422360248,0.0,Ryan Sessegnon,Ryan,Sessegnon,44,DEF
Ryan Trevitt,632,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,747.0,0,0.0,0,2473,2051,0,0,£4.5,£4.4,£-0.1,422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ryan Trevitt,Ryan,Trevitt,44,MID
Ryan Yates,387,3,0,177,5,97.3,0.43,2.42,1.99,29.34,36,0,53.1,206.8,1833,0,0,0,0,0,4010.0,21,233.0,53,7026,10072,5,26,£5.0,£5.0,£0.0,-3046,20.366666666666667,0.0211129296235679,0.1188216039279869,0.0977086743044189,1.4405891980360066,0.0,1.7675941080196398,0.0,0.1472995090016366,0.0,Ryan Yates,Ryan,Yates,50,MID
Rúben Gato Alves Dias,312,0,1,432,9,83.7,0.34,1.7,1.36,17.36,16,0,62.5,416.8,1997,0,0,0,0,0,842335.0,22,124.0,80,1172089,1482421,3,26,£6.0,£6.0,£0.0,-310332,22.18888888888889,0.015322984476715,0.0766149223835753,0.0612919379068602,0.7823735603405108,0.0,0.7210816224336505,0.0,0.0,0.0450676014021031,Rúben Gato Alves Dias,Rúben,Gato Alves Dias,60,DEF
Rúben Nascimento Vinagre,531,0,0,9,0,1.4,0.0,0.0,0.0,0.31,0,0,0.8999999999999999,7.6,24,0,0,0,0,0,5269.0,0,0.0,2,1988,5951,0,2,£4.5,£4.3,£-0.2,-3963,0.2666666666666666,0.0,0.0,0.0,1.1625,0.0,0.0,0.0,0.0,0.0,Rúben Nascimento Vinagre,Rúben,Nascimento Vinagre,43,DEF
Rúben da Silva Neves,480,2,16,558,10,474.7,1.57,6.76,5.19,51.21,48,6,161.0,788.8,3020,0,0,0,0,0,212595.0,33,347.0,118,819980,676836,12,35,£5.5,£5.2,£-0.3,143144,33.55555555555556,0.0467880794701986,0.201456953642384,0.1546688741721854,1.5261258278145695,0.1788079470198675,1.4304635761589404,0.0,0.0596026490066225,0.4768211920529801,Rúben da Silva Neves,Rúben,da Silva Neves,52,MID
Salomón Rondón,177,0,0,12,0,26.1,0.14,0.93,0.79,2.8,2,0,7.3,7.4,103,0,0,0,0,0,44781.0,1,41.0,7,100632,115096,0,7,£5.0,£4.9,£-0.1,-14464,1.1444444444444444,0.1223300970873786,0.812621359223301,0.6902912621359224,2.4466019417475726,0.0,1.7475728155339807,0.0,0.0,0.0,Salomón Rondón,Salomón,Rondón,49,FWD
Sam Greenwood,237,2,1,107,0,210.5,1.06,1.75,0.69,11.8,11,1,41.6,121.8,410,0,0,0,0,0,1312620.0,3,85.0,30,2442516,3178160,1,18,£4.5,£4.1,£-0.4,-735644,4.555555555555555,0.2326829268292683,0.3841463414634146,0.1514634146341463,2.5902439024390245,0.2195121951219512,2.414634146341464,0.0,0.4390243902439024,0.2195121951219512,Sam Greenwood,Sam,Greenwood,41,FWD
Sam Johnstone,175,0,5,159,3,0.0,0.0,0.0,0.0,8.81,10,0,15.6,155.0,810,0,0,0,0,26,38498.0,9,0.0,36,181435,79766,1,9,£4.5,£4.4,£-0.1,101669,9.0,0.0,0.0,0.0,0.9788888888888888,0.0,1.1111111111111112,2.888888888888889,0.0,0.5555555555555556,Sam Johnstone,Sam,Johnstone,44,GK
Sam Surridge,391,0,3,61,0,15.900000000000002,0.02,1.73,1.71,8.6,5,1,15.7,59.4,306,0,0,0,0,0,91998.0,1,92.0,26,141494,229640,2,20,£5.0,£4.6,£-0.4,-88146,3.4,0.0058823529411764,0.5088235294117647,0.5029411764705882,2.5294117647058822,0.2941176470588235,1.4705882352941178,0.0,0.0,0.8823529411764706,Sam Surridge,Sam,Surridge,46,FWD
Saman Ghoddos,87,0,0,53,0,62.8,0.29,0.34,0.05,4.01,5,0,11.1,27.2,124,0,0,0,0,0,2586.0,0,21.0,15,1986,3318,0,15,£5.0,£4.8,£-0.2,-1332,1.3777777777777778,0.2104838709677419,0.2467741935483871,0.0362903225806451,2.9104838709677416,0.0,3.629032258064516,0.0,0.0,0.0,Saman Ghoddos,Saman,Ghoddos,48,MID
Sammy Braybrooke,639,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,455.0,0,0.0,0,1281,1215,0,0,£4.5,£4.5,£0.0,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sammy Braybrooke,Sammy,Braybrooke,45,MID
Samuel Amo-Ameyaw,778,0,0,6,0,0.0,0.0,0.0,0.0,0.61,0,0,0.0,0.0,3,0,0,0,0,0,0.0,0,0.0,1,0,0,0,1,£4.5,£4.5,£0.0,0,0.0333333333333333,0.0,0.0,0.0,18.3,0.0,0.0,0.0,0.0,0.0,Samuel Amo-Ameyaw,Samuel,Amo-Ameyaw,45,MID
Samuel Edozie,624,0,0,82,1,110.3,0.43,1.31,0.88,7.27,9,0,33.2,89.2,554,0,0,0,0,0,1178.0,5,133.0,23,2488,2639,0,17,£5.0,£4.6,£-0.4,-151,6.155555555555556,0.06985559566787,0.2128158844765343,0.1429602888086642,1.181046931407942,0.0,1.4620938628158844,0.0,0.0,0.0,Samuel Edozie,Samuel,Edozie,46,MID
Sasa Kalajdzic,608,0,0,-1,0,0.0,0.0,0.27,0.27,0.62,0,0,0.7,0.0,45,0,0,0,0,0,1570.0,1,9.0,1,9060,7541,0,1,£5.5,£5.3,£-0.2,1519,0.5,0.0,0.54,0.54,1.24,0.0,0.0,0.0,0.0,0.0,Sasa Kalajdzic,Sasa,Kalajdzic,53,FWD
Sasa Lukic,726,0,0,58,0,16.0,0.16,0.29,0.13,9.68,10,0,6.8,34.2,406,0,0,0,0,0,451.0,4,18.0,15,1000,601,1,12,£4.5,£4.5,£0.0,399,4.511111111111111,0.0354679802955665,0.0642857142857142,0.0288177339901477,2.1458128078817733,0.0,2.2167487684729066,0.0,0.0,0.0,Sasa Lukic,Sasa,Lukic,45,MID
Saïd Benrahma,464,3,5,360,6,613.9,3.28,10.32,7.04,32.76,32,6,177.7,510.0,2059,0,0,0,0,0,113798.0,22,653.0,106,327143,398725,0,35,£6.0,£5.5,£-0.5,-71582,22.877777777777776,0.1433705682370082,0.4510927634774163,0.307722195240408,1.4319572608062163,0.2622632345798931,1.3987372510927636,0.0,0.1311316172899465,0.2185526954832443,Saïd Benrahma,Saïd,Benrahma,55,MID
Scott Carson,502,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,37316.0,0,0.0,0,88683,78112,0,0,£4.0,£3.8,£-0.2,10571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scott Carson,Scott,Carson,38,GK
